id,name,height,date_of_birth,known_for_movies
nm0001458,"Cloris Leachman",166,1926-04-30,NULL
nm0001460,"Mimi Leder",NULL,1952-01-26,tt4669788
nm0001461,"Virginie Ledoyen",166,1976-11-15,NULL
nm0001475,"John Lithgow",193,1945-10-19,NULL
nm0001477,"Robyn Lively",173,1972-02-07,NULL
nm0001478,"June Lockhart",165,1925-06-25,NULL
nm0001481,"Tina Louise",174,1934-02-11,NULL
nm0001484,"Jon Lovitz",176,1957-07-21,NULL
nm0001490,"Adrian Lyne",NULL,1941-03-04,NULL
nm0001491,"Melanie Lynskey",170,1977-05-16,NULL
nm0001492,"Kyle MacLachlan",183,1959-02-22,NULL
nm0001505,"Joe Mantegna",182,1947-11-13,NULL
nm0001525,"John C. McGinley",185,1959-08-03,NULL
nm0001526,"Patrick McGoohan",187,1928-03-19,NULL
nm0001528,"Don McKellar",178,1963-08-17,NULL
nm0001530,"William McNamara",178,1965-03-31,NULL
nm0001538,"Jonny Lee Miller",177,1972-11-15,NULL
nm0001542,"Jay Mohr",175,1970-08-23,NULL
nm0001556,"David Morse",193,1953-10-11,NULL
nm0001564,"Bebe Neuwirth",163,1958-12-31,NULL
nm0001575,"Tatum O Neal",170,1963-11-05,NULL
nm0001576,"Heather O Rourke",142,1975-12-27,NULL
nm0001578,"Annette O Toole",163,1952-04-01,NULL
nm0001584,"Miranda Otto",165,1967-12-16,NULL
nm0001590,"Chazz Palminteri",189,1952-05-15,NULL
nm0001591,"Bruce Paltrow",187,1943-11-26,NULL
nm0001592,"Joe Pantoliano",176,1951-09-12,NULL
nm0001595,"Michael Paré",185,1958-10-09,NULL
nm0001598,"Robert Patrick",180,1958-11-05,NULL
nm0001601,"David Paymer",170,1954-08-30,NULL
nm0001602,"Guy Pearce",179,1967-10-05,NULL
nm0001604,"Nia Peeples",157,1961-12-10,NULL
nm0001608,"Barry Pepper",178,1970-04-04,NULL
nm0001617,"Lou Diamond Phillips",180,1962-02-17,NULL
nm0001618,"Joaquin Phoenix",173,1974-10-28,NULL
nm0001621,"Bronson Pinchot",175,1959-05-20,NULL
nm0001625,"Amanda Plummer",163,1957-03-23,NULL
nm0001626,"Christopher Plummer",179,1929-12-13,tt5294550
nm0001629,"Kevin Pollak",165,1957-10-30,NULL
nm0001632,"Teri Polo",170,1969-06-01,NULL
nm0001633,"Annie Potts",160,1952-10-28,NULL
nm0001638,"Jürgen Prochnow",182,1941-06-10,NULL
nm0001641,"Vincent Perez",182,1964-06-10,NULL
nm0001642,"Randy Quaid",196,1950-10-01,NULL
nm0001644,"Aidan Quinn",183,1959-03-08,NULL
nm0001646,"Ted Raimi",183,1965-12-14,NULL
nm0001648,"Charlotte Rampling",169,1946-02-05,NULL
nm0001649,"Anne Ramsey",163,1929-03-27,NULL
nm0001652,"John Ratzenberger",177,1947-04-06,NULL
nm0001657,"Oliver Reed",180,1938-02-13,NULL
nm0001662,"Judge Reinhold",185,1957-05-21,NULL
nm0001663,"Paul Reiser",178,1957-03-30,NULL
nm0001667,"Jonathan Rhys Meyers",177,1977-07-27,tt3300980
nm0001669,"Miranda Richardson",165,1958-03-03,NULL
nm0001674,"Chris Rock",178,1965-02-07,NULL
nm0001678,"Roy Rogers",179,1911-11-05,NULL
nm0001679,"Mark Rolston",180,1956-12-07,NULL
nm0001684,"Katharine Ross",160,1940-01-29,NULL
nm0001686,"Cynthia Rothrock",160,1957-03-08,NULL
nm0001691,"Geoffrey Rush",182,1951-07-06,NULL
nm0001696,"Julian Sands",180,1958-01-04,NULL
nm0001698,"John Savage",177,1949-08-25,NULL
nm0001701,"Devon Sawa",178,1978-09-07,NULL
nm0001703,"Maximilian Schell",180,1930-12-08,NULL
nm0001706,"Michael Schoeffling",183,1960-12-10,NULL
nm0001707,"Paul Schrader",173,1946-07-22,tt6053438
nm0001711,"Annabella Sciorra",163,1960-03-29,NULL
nm0001718,"Kyra Sedgwick",165,1965-08-19,NULL
nm0001721,"Chloë Sevigny",173,1974-11-18,NULL
nm0001722,"Rufus Sewell",183,1967-10-29,NULL
nm0001724,"Tony Shalhoub",178,1953-10-09,NULL
nm0001731,"Sam Shepard",188,1943-11-05,NULL
nm0001732,"Cybill Shepherd",173,1950-02-18,NULL
nm0001735,"Talia Shire",163,1946-04-25,NULL
nm0001736,"Pauly Shore",171,1968-02-01,NULL
nm0001737,"Martin Short",169,1950-03-26,NULL
nm0001738,"Jonathan Silverman",184,1966-08-05,NULL
nm0001744,"Tom Sizemore",180,1961-11-29,NULL
nm0001745,"Stellan Skarsgård",191,1951-06-13,NULL
nm0001748,"Kurtwood Smith",185,1943-07-03,NULL
nm0001749,"Maggie Smith",165,1934-12-28,NULL
nm0001752,"Steven Soderbergh",183,1963-01-14,NULL
nm0001753,"P.J. Soles",165,1950-07-17,NULL
nm0001757,"Kevin Sorbo",191,1958-09-24,NULL
nm0001758,"Timothy Spall",173,1957-02-27,NULL
nm0001764,"John Stamos",183,1963-08-19,NULL
nm0001765,"Harry Dean Stanton",173,1926-07-14,tt5859238
nm0001767,"Imelda Staunton",152,1956-01-09,NULL
nm0001772,"Patrick Stewart",178,1940-07-13,tt3315342
nm0001782,"Susan Strasberg",154,1938-05-22,NULL
nm0001785,"Kristy Swanson",168,1969-12-19,NULL
nm0001786,"George Takei",168,1937-04-20,NULL
nm0001787,"Jeffrey Tambor",185,1944-07-08,NULL
nm0001789,"Andrei Tarkovsky",171,1932-04-04,NULL
nm0001796,"Richard Thomas",174,1951-06-13,NULL
nm0001803,"Danny Trejo",167,1944-05-16,NULL
nm0001804,"Stanley Tucci",172,1960-11-11,NULL
nm0001806,"John Turturro",184,1957-02-28,NULL
nm0001815,"Jim Varney",185,1949-06-15,NULL
nm0001826,"M. Emmet Walsh",178,1935-03-22,NULL
nm0001828,"Melora Walters",157,1960-10-21,NULL
nm0001832,"Sam Waterston",185,1940-11-15,NULL
nm0001833,"Emily Watson",173,1967-01-14,NULL
nm0001837,"Peter Weir",NULL,1944-08-21,NULL
nm0001838,"Rachel Weisz",168,1970-03-07,tt5083738
nm0001845,"Forest Whitaker",188,1961-07-15,tt1825683
nm0001852,"Treat Williams",178,1951-12-01,NULL
nm0001853,"Vanessa Williams",168,1963-03-18,NULL
nm0001856,"Oprah Winfrey",169,1954-01-29,tt1620680
nm0001864,"Noah Wyle",185,1971-06-04,NULL
nm0001874,"Franco Zeffirelli",188,1923-02-12,NULL
nm0001878,"David Zucker",NULL,1947-10-16,NULL
nm0001879,"Daphne Zuniga",173,1962-10-28,NULL
nm0001882,"Olivia d Abo",165,1969-01-22,NULL
nm0001883,"Jenna von Oÿ",152,1977-05-02,NULL
nm0001884,"Max von Sydow",193,1929-04-10,NULL
nm0001885,"Lars von Trier",170,1956-04-30,NULL
nm0001893,"John Archer",183,1915-05-08,NULL
nm0001922,"Jean-Pierre Aumont",183,1911-01-05,NULL
nm0001929,"Josiane Balasko",160,1950-04-15,NULL
nm0001938,"Richard Belzer",185,1944-08-04,NULL
nm0001950,"Steve Bisley",174,1951-12-26,NULL
nm0001953,"Moritz Bleibtreu",173,1971-08-13,NULL
nm0001961,"Ray Bolger",179,1904-01-10,NULL
nm0001965,"Élodie Bouchez",NULL,1973-04-05,NULL
nm0001970,"Klaus Maria Brandauer",175,1943-06-22,NULL
nm0001971,"Ewen Bremner",173,1972-01-23,"tt0451279,tt2763304"
nm0001975,"Roscoe Lee Browne",NULL,1922-05-02,NULL
nm0001978,"Emma Bunton",157,1976-01-21,NULL
nm0001982,"Sebastian Cabot",173,1918-07-06,NULL
nm0001987,"Tantoo Cardinal",NULL,1950-07-20,tt5362988
nm0001993,"Vincent Cassel",187,1966-11-23,NULL
nm0001994,"Michael Caton-Jones",NULL,1957-10-15,NULL
nm0001995,"George Chakiris",180,1934-09-16,NULL
nm0002003,"David Chokachi",180,1968-01-16,NULL
nm0002005,"Agatha Christie",NULL,1890-09-15,tt3402236
nm0002010,"Christian Clavier",168,1952-05-06,NULL
nm0002012,"Randall  Tex  Cobb",191,1950-05-07,NULL
nm0002016,"William Conrad",171,1920-09-27,NULL
nm0002018,"Tom Conti",180,1941-11-22,NULL
nm0002020,Costa-Gavras,NULL,1933-02-12,NULL
nm0002023,"Matt Craven",178,1956-11-10,NULL
nm0002033,"Tyne Daly",166,1946-02-21,tt2250912
nm0002041,"Dean Devlin",178,1962-08-27,NULL
nm0002043,"Madhuri Dixit",158,1967-05-15,NULL
nm0002048,"Melvyn Douglas",186,1901-04-05,NULL
nm0002051,"Jimmy Durante",170,1893-02-10,NULL
nm0002064,"Giancarlo Esposito",171,1958-04-26,NULL
nm0002071,"Will Ferrell",191,1967-07-16,NULL
nm0002073,"Lou Ferrigno",193,1951-11-09,NULL
nm0002076,"Jason Flemyng",185,1966-09-25,NULL
nm0002077,"Dexter Fletcher",168,1966-01-31,"tt2066051,tt1727824"
nm0002085,"Gert Fröbe",185,1913-02-25,NULL
nm0002090,"Zach Galligan",178,1964-02-14,tt6038042
nm0002091,"Michael Gambon",183,1940-10-19,NULL
nm0002098,"Laura Gemser",170,1950-10-05,NULL
nm0002105,"Judith Godrèche",175,1972-03-23,NULL
nm0002108,"Gloria Grahame",168,1923-11-28,NULL
nm0002119,"Arsenio Hall",180,1956-02-12,NULL
nm0002120,"Lasse Hallström",184,1946-06-02,NULL
nm0002127,"Mariska Hargitay",172,1964-01-23,NULL
nm0002128,"Tess Harper",163,1950-08-15,NULL
nm0002129,"Gregory Harrison",180,1950-05-31,NULL
nm0002137,"Arthur Hiller",168,1923-11-22,NULL
nm0002139,"Judd Hirsch",179,1935-03-15,NULL
nm0002140,"Agnieszka Holland",NULL,1948-11-28,tt5328350
nm0002142,"Sandrine Holt",178,1972-11-19,NULL
nm0002148,"Mary Beth Hurt",163,1946-09-26,NULL
nm0002158,"Edvin Adolphson",NULL,1893-02-25,NULL
nm0002159,"Alejandro Agresti",NULL,1961-06-02,NULL
nm0002160,"Moustapha Akkad",NULL,1930-07-01,NULL
nm0002167,"Gianni Amelio",NULL,1945-01-20,NULL
nm0002168,"Willeke van Ammelrooy",NULL,1944-04-05,NULL
nm0002179,"George Archainbaud",180,1890-05-07,NULL
nm0002180,"Francesca Archibugi",NULL,1960-05-16,NULL
nm0002181,"Imanol Arias",179,1956-04-26,NULL
nm0002185,"Malcolm Arnold",NULL,1921-10-21,NULL
nm0002188,"Dorothy Arzner",163,1897-01-03,NULL
nm0002191,"Jacques Audiard",174,1952-04-30,tt4971344
nm0002195,"Hy Averback",NULL,1920-10-21,NULL
nm0002198,"Charles Aznavour",160,1924-05-22,NULL
nm0002217,"Mychael Danna",NULL,1958-09-20,NULL
nm0002218,"Claude Miller",NULL,1942-02-20,NULL
nm0002230,"Carlos Gallardo",175,NULL,NULL
nm0002245,"Tzi Ma",170,NULL,NULL
nm0002252,"David A. Armstrong",NULL,NULL,NULL
nm0002253,"John Carroll Lynch",193,1963-08-01,tt4276820
nm0002285,"Pat O Brien",180,1899-11-11,NULL
nm0002290,"Loren Avedon",NULL,1962-07-30,NULL
nm0002326,"Al Sapienza",183,1956-07-31,NULL
nm0002332,"Stephen Lang",179,1952-07-11,NULL
nm0002364,"Dante Basco",169,1975-08-29,NULL
nm0002417,"Daniel Pyne",NULL,NULL,NULL
nm0002436,"Shannon Elizabeth",175,1973-09-07,NULL
nm0002459,"T.C. Christensen",NULL,NULL,NULL
nm0002510,"David Avallone",NULL,1965-07-27,NULL
nm0002540,"John Jabaley",NULL,1969-02-20,NULL
nm0002556,"Billy Maddox",NULL,1961-02-24,NULL
nm0002645,"Paolo Genovese",NULL,1966-08-20,tt7063210
nm0002651,"Gary Rosen",NULL,NULL,NULL
nm0002653,"Joe Johnston",187,1950-05-13,NULL
nm0002672,"Joseph Conlan",NULL,NULL,tt4664244
nm0002692,"Joshua Tunick",NULL,1977-04-04,tt4723724
nm0002768,"Blanche Friderici",166,1878-01-21,NULL
nm0002776,"Johnny Hallyday",185,1943-06-15,NULL
nm0002888,"Stephen Blackehart",188,1967-12-01,tt3896198
nm0002936,"Kristina Anapau",163,1979-10-30,NULL
nm0002960,"Julio Iglesias",185,1943-09-23,NULL
nm0002989,"Andrew Stevens",178,1955-06-10,NULL
nm0002998,"Kenneth Hughes",NULL,NULL,tt5634962
nm0003082,"Bailey Chase",184,1972-05-01,NULL
nm0003104,Fabian,183,1943-02-06,NULL
nm0003115,"Christine Lakin",155,1979-01-25,NULL
nm0003141,"Alan Bennett",183,1934-05-09,NULL
nm0003180,"David S. Cass Sr.",193,NULL,NULL
nm0003226,"Kenji Mizoguchi",165,1898-05-16,NULL
nm0003244,"Jordi Mollà",178,1968-07-01,NULL
nm0003248,"Fritz Rasp",NULL,1891-05-13,NULL
nm0003280,"Bert Grund",NULL,1920-01-24,NULL
nm0003315,"Anders Melander",NULL,NULL,NULL
nm0003332,"Julian Richards",NULL,1965-07-31,NULL
nm0003339,"Herbert Marshall",183,1890-05-23,NULL
nm0003340,"Marcel Jullian",NULL,1922-01-31,NULL
nm0003400,"Joram Lürsen",NULL,1963-08-11,tt4610378
nm0003423,"Peter MacDonald",NULL,1939-06-20,NULL
nm0003458,"Steven R. Monroe",NULL,1964-09-15,NULL
nm0003482,"Nash Edgerton",183,1973-01-19,tt3721964
nm0003483,"Sarah Flack",NULL,NULL,NULL
nm0003506,"James Mangold",183,1963-12-16,tt3315342
nm0003508,"Michel Blanc",165,1952-04-16,NULL
nm0003535,"Ken Sanzel",NULL,NULL,NULL
nm0003542,"Philippe Rousselot",NULL,1945-09-04,NULL
nm0003557,"Richard J. Lewis",NULL,NULL,NULL
nm0003606,"Philippe de Broca",NULL,1933-03-15,NULL
nm0003612,"Michael Man-Kin Chow",183,NULL,NULL
nm0003740,"Julie Dretzin",NULL,1968-05-24,NULL
nm0003747,"Nina M. Gilberti",NULL,NULL,NULL
nm0003761,"Edward T. McDougal",NULL,NULL,tt0235166
nm0003832,"Ingrid Schoelderle",172,1952-05-28,tt9097694
nm0003836,"Michael Powell",188,1905-09-30,tt0038733
nm0003884,"Paulo Machline",NULL,1967-09-30,NULL
nm0003916,"Tim Trageser",NULL,1969-11-28,NULL
nm0003922,"Michael Goi",178,1959-03-04,tt5834854
nm0003939,"Vikramaditya Motwane",NULL,1976-12-06,NULL
nm0004033,"Diego Quemada-Díez",NULL,1969-02-15,NULL
nm0004043,"George Zaloom",NULL,NULL,NULL
nm0004051,"Brian Cox",169,1946-06-01,NULL
nm0004082,"Geoff Marslett",183,NULL,NULL
nm0004087,"Howard Bernstein",NULL,1966-03-02,NULL
nm0004109,"Gulshan Grover",171,1955-09-21,NULL
nm0004121,"Mikael Salomon",NULL,1945-02-24,NULL
nm0004147,"Mikko Nousiainen",187,1975-04-26,NULL
nm0004152,"Roel Reiné",NULL,1905-05-22,NULL
nm0004193,"Debbie Rochon",165,1968-11-03,NULL
nm0004217,"André Øvredal",NULL,NULL,"tt3387520,tt3289956"
nm0004234,"Alfonso Gomez-Rejon",NULL,NULL,NULL
nm0004258,"Pino Ammendola",169,1951-12-02,NULL
nm0004266,"Anne Hathaway",173,1982-11-12,NULL
nm0004272,"Paul Hipp",185,1963-07-16,NULL
nm0004286,"Clifton Collins Jr.",173,1970-06-16,NULL
nm0004290,"Margaret Booth",NULL,1898-01-14,NULL
nm0004291,Nargis,NULL,1929-06-01,NULL
nm0004303,"Gavin Hood",185,1963-05-12,NULL
nm0004335,"Hrithik Roshan",175,1974-01-10,tt7485048
nm0004376,"Franka Potente",174,1974-07-22,NULL
nm0004410,"Mark Neveldine",NULL,1973-05-11,NULL
nm0004417,"Taraka Rama Rao Nandamuri",NULL,1923-05-28,NULL
nm0004429,Dharmendra,178,1935-12-08,NULL
nm0004456,"Clare Kramer",163,1974-09-03,NULL
nm0004462,"Jean-Louis Trintignant",172,1930-12-11,NULL
nm0004463,"Akkineni Nageshwara Rao",164,1923-09-20,NULL
nm0004469,"Srinivasa Rao Kota",NULL,1944-07-10,NULL
nm0004486,"Bruno Ganz",168,1941-03-22,NULL
nm0004487,"Juhi Chawla",158,1967-11-13,NULL
nm0004517,"Jason Alexander",164,1959-09-23,NULL
nm0004569,"Sanjay Dutt",178,1959-07-29,NULL
nm0004631,"Seeta Rama Anjaneyulu Chilakalapudi",NULL,1907-07-11,NULL
nm0004650,"Marisa Paredes",NULL,1946-04-03,NULL
nm0004690,"Marc Rizzo",NULL,NULL,NULL
nm0004692,"Mark Addy",182,1964-01-14,NULL
nm0004694,"Christina Aguilera",157,1980-12-18,tt4877122
nm0004696,"Buzz Aldrin",178,1930-01-20,NULL
nm0004700,"Tatyana Ali",163,1979-01-24,NULL
nm0004710,"Naveen Andrews",175,1969-01-17,NULL
nm0004711,"Marc Anthony",168,1968-09-16,NULL
nm0004715,"Will Arnett",189,1970-05-04,tt4116284
nm0004716,"Darren Aronofsky",183,1969-02-12,tt5109784
nm0004723,"Tyra Banks",178,1973-12-04,NULL
nm0004729,"Michael Beach",170,1963-10-30,"tt7125860,tt1477834"
nm0004730,"Orson Bean",183,1928-07-22,NULL
nm0004737,"Shari Belafonte",165,1954-09-22,tt2435970
nm0004738,"Catherine Bell",175,1968-08-14,NULL
nm0004741,"Camilla Belle",173,1986-10-02,NULL
nm0004742,"Maria Bello",165,1967-04-18,NULL
nm0004743,"Gil Bellows",180,1967-06-28,NULL
nm0004747,"Wes Bentley",180,1978-09-04,NULL
nm0004753,"Leslie Bibb",175,1974-11-17,NULL
nm0004754,"Jessica Biel",170,1982-03-03,NULL
nm0004760,"Jennifer Blanc-Biehn",166,1971-04-21,NULL
nm0004773,"Lisa Brenner",163,1974-02-12,NULL
nm0004785,"Delta Burke",165,1956-07-30,NULL
nm0004793,"Monica Calhoun",155,1971-07-29,NULL
nm0004805,"Adam Carolla",188,1964-05-27,NULL
nm0004822,"Melanie C",168,1974-01-12,NULL
nm0004825,"Emmanuelle Chriqui",160,1975-12-10,NULL
nm0004829,"Spencer Treat Clark",183,1987-09-24,NULL
nm0004851,"Penélope Cruz",168,1974-04-28,NULL
nm0004853,"Julie Cypher",NULL,1964-08-24,NULL
nm0004857,"Tim Daly",185,1956-03-01,NULL
nm0004874,"Vin Diesel",182,1967-07-18,NULL
nm0004875,"Taye Diggs",178,1971-01-02,NULL
nm0004878,"Kevin Dobson",180,1943-03-18,NULL
nm0004883,"Tate Donovan",183,1963-09-25,NULL
nm0004886,"Bill Duke",194,1943-02-26,tt6998518
nm0004887,"Nora Dunn",165,1952-04-29,NULL
nm0004890,"Fred Durst",175,1970-08-20,NULL
nm0004898,"Omar Epps",179,1973-07-20,NULL
nm0004906,"Peter Facinelli",180,1973-11-26,NULL
nm0004917,"Kim Fields",152,1969-05-12,NULL
nm0004920,"Frances Fisher",163,1952-05-11,NULL
nm0004921,"Joely Fisher",170,1967-10-29,tt4494094
nm0004936,"Ben Foster",175,1980-10-29,tt3892172
nm0004937,"Jamie Foxx",175,1967-12-13,NULL
nm0004950,"Jennifer Garner",173,1972-04-17,NULL
nm0004959,"Thomas Gibson",188,1962-07-03,NULL
nm0004963,"Peri Gilpin",170,1961-05-27,NULL
nm0004977,"Brian Austin Green",183,1973-07-15,NULL
nm0004978,"Adrian Grenier",179,1976-07-10,NULL
nm0004980,"Kathy Griffin",163,1960-11-04,NULL
nm0004982,"Jasmine Guy",157,1962-03-10,NULL
nm0004991,"Hill Harper",170,1966-05-17,NULL
nm0004997,"Melissa Joan Hart",157,1976-04-18,NULL
nm0005007,"Jill Hennessy",173,1968-11-25,NULL
nm0005008,"Brian Henson",NULL,1963-11-03,NULL
nm0005009,"Laura Harring",168,1964-03-03,NULL
nm0005020,"Josh Hopkins",188,1970-09-12,tt3829920
nm0005023,"Djimon Hounsou",187,1964-04-24,NULL
nm0005028,"Kate Hudson",168,1979-04-19,NULL
nm0005030,"Jon Huertas",180,NULL,NULL
nm0005031,"Felicity Huffman",165,1962-12-09,NULL
nm0005035,"Rachel Hunter",178,1969-09-09,NULL
nm0005042,"Jason Isaacs",180,1963-06-06,NULL
nm0005068,"Vinnie Jones",185,1965-01-05,NULL
nm0005079,"Josh Keaton",175,1979-02-08,NULL
nm0005085,"Jamie Kennedy",184,1970-05-25,NULL
nm0005088,"Joanna Kerns",174,1953-02-12,NULL
nm0005098,"Chris Klein",185,1979-03-14,NULL
nm0005099,"Heidi Klum",176,1973-06-01,NULL
nm0005102,"Lindsay Hartley",160,1978-04-17,tt6932340
nm0005109,"Mila Kunis",163,1983-08-14,NULL
nm0005123,"Ali Larter",173,1976-02-28,NULL
nm0005131,"Norman Lear",175,1922-07-27,NULL
nm0005139,"Mike Leigh",170,1943-02-20,NULL
nm0005148,"Delroy Lindo",193,1952-11-18,NULL
nm0005151,"Jonathan Lipnicki",173,1990-10-22,NULL
nm0005154,"Lucy Liu",160,1968-12-02,NULL
nm0005165,"Chad Lowe",174,1968-01-15,NULL
nm0005171,"Angus Macfadyen",180,1963-09-21,NULL
nm0005177,"Howie Mandel",177,1955-11-29,NULL
nm0005179,"Camryn Manheim",178,1961-03-08,NULL
nm0005188,"James Marsden",178,1973-09-18,NULL
nm0005191,"Paula Marshall",171,1964-06-12,NULL
nm0005203,"Mary McCormack",173,1969-02-08,NULL
nm0005212,"Ian McKellen",180,1939-05-25,NULL
nm0005215,"Jenny McShane",173,1965-01-29,NULL
nm0005221,"Christopher Meloni",183,1961-04-02,NULL
nm0005227,"Breckin Meyer",166,1974-05-07,NULL
nm0005236,"Juliet Mills",157,1941-11-21,NULL
nm0005238,"Beverley Mitchell",157,1981-01-22,NULL
nm0005251,"Carrie-Anne Moss",174,1967-08-21,NULL
nm0005253,"Elisabeth Moss",160,1982-07-24,NULL
nm0005254,"Tahj Mowry",170,1986-05-17,NULL
nm0005259,"Megan Mullally",163,1958-11-12,NULL
nm0005260,"Frankie Muniz",165,1985-12-05,NULL
nm0005266,"Craig T. Nelson",192,1944-04-04,NULL
nm0005268,"Willie Nelson",168,1933-04-29,NULL
nm0005269,"Corin Nemec",183,1971-11-05,NULL
nm0005273,"Alessandro Nivola",175,1972-06-28,NULL
nm0005283,"Jacqueline Obradors",169,1966-10-06,NULL
nm0005286,"Haley Joel Osment",168,1988-04-10,NULL
nm0005299,"Sarah Paulson",168,1974-12-17,tt6823368
nm0005316,"Mary Kay Place",155,1947-09-23,NULL
nm0005325,"Keri Lynn Pratt",173,1978-09-23,NULL
nm0005346,"Tara Reid",165,1975-11-08,NULL
nm0005351,"Ryan Reynolds",188,1976-10-23,tt5463162
nm0005359,"Patricia Richardson",170,1951-02-23,NULL
nm0005367,"Brian Robbins",NULL,1963-11-22,NULL
nm0005370,"Kathleen Robertson",163,1973-07-08,NULL
nm0005377,"Sam Rockwell",173,1968-11-05,tt5027774
nm0005380,"Ray Romano",187,1957-12-21,tt5462602
nm0005403,"Jason Schwartzman",168,1980-06-26,NULL
nm0005404,"Rusty Schwimmer",165,1962-08-25,tt1082807
nm0005405,"Seann William Scott",180,1976-10-03,NULL
nm0005408,"Katey Sagal",175,1954-01-19,NULL
nm0005412,"Jane Seymour",157,1951-02-15,NULL
nm0005416,"Vinessa Shaw",173,1976-07-19,NULL
nm0005417,"Lin Shaye",160,1943-10-12,NULL
nm0005436,"John Singleton",168,1968-01-06,NULL
nm0005439,"Azura Skye",170,1981-11-08,NULL
nm0005442,"Amy Smart",168,1976-03-26,NULL
nm0005443,"Jean Smart",178,1951-09-13,NULL
nm0005450,"David Spade",170,1964-07-22,NULL
nm0005458,"Jason Statham",178,1967-07-26,tt4779682
nm0005460,"Mary Steenburgen",173,1953-02-08,NULL
nm0005466,"Julia Stiles",170,1981-03-28,NULL
nm0005476,"Hilary Swank",168,1974-07-30,NULL
nm0005478,"Larenz Tate",171,1975-09-08,NULL
nm0005491,"Maura Tierney",160,1965-02-03,tt1226837
nm0005501,"Lorraine Toussaint",175,1960-04-04,NULL
nm0005503,"Susan Traylor",NULL,NULL,NULL
nm0005509,"Jon Turteltaub",185,1963-08-08,NULL
nm0005512,"Mike Tyson",178,1966-06-30,NULL
nm0005513,"Alanna Ubach",160,1975-10-03,tt2380307
nm0005517,"Gabrielle Union",171,1972-10-29,NULL
nm0005522,"Mario Van Peebles",178,1957-01-15,NULL
nm0005538,"Barry Watson",184,1974-04-23,NULL
nm0005541,"Marlon Wayans",184,1972-07-23,NULL
nm0005543,"Victor Webster",196,1973-02-07,NULL
nm0005552,"Kym Whitley",NULL,1961-06-07,tt3401882
nm0005556,"Jason Wiles",173,1970-04-25,NULL
nm0005561,"Luke Wilson",181,1971-09-21,NULL
nm0005562,"Owen Wilson",179,1968-11-18,NULL
nm0005569,"Alfre Woodard",161,1952-11-08,NULL
nm0005579,"Christy Carlson Romano",170,1984-03-20,NULL
nm0005614,"Stuart Urban",NULL,1958-09-11,NULL
nm0005616,"Aaron Woodley",NULL,1905-05-24,"tt4426464,tt3228088,tt1650535"
nm0005628,"Oliver Schmitz",NULL,1905-05-13,tt4627352
nm0005674,"Arthur Crabtree",NULL,1900-10-29,NULL
nm0005716,"Lee Garmes",NULL,1898-05-27,NULL
nm0005731,"René Guissart",NULL,1888-10-24,NULL
nm0005738,"Byron Haskin",175,1899-04-22,NULL
nm0005740,"Otto Heller",NULL,1896-03-08,NULL
nm0005768,"Ernest Laszlo",NULL,1898-04-23,NULL
nm0005809,"Joseph-Louis Mundwiller",NULL,1886-04-10,NULL
nm0005841,"Claude Renoir",NULL,1913-12-04,NULL
nm0005875,"Newton Thomas Sigel",NULL,1905-05-08,NULL
nm0005924,"Harry Waxman",NULL,1912-04-03,NULL
nm0005928,"Willy Winterstein",NULL,1895-02-22,NULL
nm0005934,"Robert D. Yeoman",NULL,1951-03-10,NULL
nm0006098,"Irving Gertz",NULL,1915-05-19,NULL
nm0006177,"Michel Magne",NULL,1930-03-20,NULL
nm0006230,"Terry Plumeri",NULL,1944-11-28,NULL
nm0006250,"Joe Renzetti",NULL,1941-01-04,NULL
nm0006347,"June Chadwick",NULL,1951-11-30,NULL
nm0006369,"Ashok Kumar",NULL,1911-10-13,tt0147855
nm0006395,"Michael Feifer",NULL,1968-09-11,NULL
nm0006431,"Nicholas Worth",183,1937-09-04,NULL
nm0006452,"Stanley Kramer",NULL,1913-09-29,NULL
nm0006471,"Elsa Lanchester",163,1902-10-28,NULL
nm0006487,"Jim Sheridan",170,1949-02-06,NULL
nm0006512,"Steven Katz",NULL,1959-10-08,NULL
nm0006518,"Darin Ferriola",NULL,NULL,NULL
nm0006560,"Sarah Levy",NULL,NULL,"tt1825683,tt4154756,tt4154796,tt4154664"
nm0006575,"Steven Schub",NULL,1967-07-07,NULL
nm0006590,"Georgi Djulgerov",NULL,1943-09-30,NULL
nm0006621,"Jean-Charles Tacchella",NULL,1925-09-23,NULL
nm0006625,"Steve Barron",NULL,1956-05-04,NULL
nm0006653,"Jonathon Braun",NULL,NULL,NULL
nm0006689,"Preity Zinta",158,1975-01-31,NULL
nm0006702,"Ana Belén",165,1951-05-27,NULL
nm0006713,"Rachael Harris",155,1968-01-12,NULL
nm0006763,"Jackie Shroff",178,1957-02-01,NULL
nm0006764,"Sonali Kulkarni",160,1974-11-03,NULL
nm0006774,"Joshua Sinclair",NULL,1953-05-07,NULL
nm0006787,"Sam Irvin",NULL,1956-06-14,NULL
nm0006792,"David de Vos",NULL,NULL,NULL
nm0006795,"Salman Khan",169,1965-12-27,NULL
nm0006845,"Sally Potter",NULL,1949-09-19,tt5814592
nm0006846,"Ric Roman Waugh",NULL,1968-02-20,"tt6189022,tt4633690"
nm0006853,"Tim Hunter",NULL,1947-06-15,NULL
nm0006860,"Damian Lee",NULL,1905-05-03,NULL
nm0006888,"Tom Noonan",196,1951-04-12,NULL
nm0006916,"Michael Ritchie",201,1938-11-28,NULL
